,Id,MSSubClass,LotArea,OverallQual,OverallCond,YearBuilt,YearRemodAdd,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SalePrice,LotFrontage,MasVnrArea,GarageYrBlt,MSZoning,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,ExterQual,ExterCond,Foundation,Heating,HeatingQC,CentralAir,KitchenQual,Functional,PavedDrive,SaleType,SaleCondition,MasVnrType,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinType2,Electrical,GarageType,GarageFinish,GarageQual,GarageCond,Alley,FireplaceQu,PoolQC,Fence,MiscFeature
1120,1121,30,8263,6,5,87,57,0,0,1012,1012,1012,0,0,1012,0,0,1,0,2,1,6,1,1,308,0,22,112,0,0,0,0,5,15,118400,59.0,0.0,87.0,4,1,3,0,0,4,1,9,2,2,0,2,1,1,3,3,3,4,0,1,4,1,3,6,2,8,4,2,3,3,3,5,5,0,5,2,4,4,1,2,3,3,1
1121,1122,20,10084,7,5,1,0,24,0,1528,1552,1552,0,0,1552,0,0,2,0,3,1,7,0,3,782,144,20,0,0,0,0,0,7,12,212900,84.0,196.0,1.0,3,1,3,3,0,4,0,5,2,2,0,2,1,1,12,13,2,4,2,1,0,1,2,6,2,6,5,1,2,3,0,2,5,4,1,1,4,4,1,3,3,2,1
1122,1123,20,8926,4,3,53,53,0,0,672,672,960,0,0,960,0,0,1,0,3,1,5,0,1,288,64,0,0,0,160,0,0,10,12,112000,67.0,0.0,53.0,3,1,0,3,0,0,0,7,2,2,0,2,1,1,0,0,3,4,1,1,0,1,3,6,2,0,0,2,3,3,3,5,5,0,2,2,4,4,1,3,3,3,1
1123,1124,20,9405,5,9,62,1,0,0,698,698,698,0,0,698,0,1,1,0,2,1,4,0,0,0,0,200,0,0,0,0,0,6,14,118000,50.0,0.0,68.0,3,1,3,3,0,4,0,7,2,2,0,2,3,1,12,13,3,0,1,1,0,1,3,6,2,8,4,2,3,3,3,5,5,4,1,2,4,4,1,3,3,2,1
1124,1125,80,9125,7,5,15,15,0,0,384,384,812,670,0,1482,0,0,2,1,3,1,7,1,2,392,100,25,0,0,0,0,0,7,12,163900,43.0,170.0,15.0,3,1,0,3,0,4,0,8,2,2,0,7,1,1,6,6,3,4,2,1,2,1,2,6,2,8,4,1,2,3,3,5,5,4,1,0,4,4,1,5,3,2,1
1125,1126,20,10434,4,5,54,54,0,0,1005,1005,1005,0,0,1005,0,0,1,0,2,1,5,1,2,672,0,0,0,0,0,0,0,11,12,115000,60.0,0.0,32.0,3,1,3,3,0,4,0,12,2,2,0,2,1,1,9,10,3,4,1,1,4,1,1,6,2,8,4,2,3,3,3,5,5,4,5,2,1,1,1,5,3,2,1
1126,1127,120,3684,7,5,2,2,0,0,1373,1373,1555,0,0,1555,0,0,2,0,2,1,7,1,3,660,143,20,0,0,0,0,0,6,14,174000,53.0,130.0,2.0,3,1,3,3,0,4,0,0,2,2,4,2,3,1,12,13,2,4,2,1,0,1,2,6,2,8,4,1,2,3,3,5,5,4,1,0,4,4,1,5,3,2,1
1127,1128,20,14572,7,5,3,3,1300,0,230,1530,1530,0,0,1530,1,0,2,0,3,1,7,1,3,630,144,36,0,0,0,0,0,11,14,259000,182.0,0.0,3.0,3,1,2,3,0,0,0,8,2,2,0,2,3,1,12,13,2,4,2,1,0,1,2,6,2,8,3,2,2,3,0,2,5,4,1,0,4,4,1,2,3,2,1
1128,1129,60,11796,7,5,3,2,0,0,847,847,847,1112,0,1959,0,0,2,1,4,1,8,1,2,434,100,48,0,0,0,0,0,7,14,215000,59.0,0.0,3.0,3,1,0,3,0,4,0,8,2,2,0,5,1,1,12,13,2,4,2,1,0,1,2,6,2,8,4,2,2,3,0,5,5,4,3,0,4,4,1,2,3,2,1
1129,1130,90,7200,5,5,27,27,936,0,0,936,936,0,0,936,1,0,1,0,2,1,4,0,2,672,49,0,0,0,0,0,0,8,12,140000,60.0,180.0,27.0,4,1,3,3,0,4,0,17,2,2,2,6,1,1,8,8,3,4,1,1,4,1,3,6,2,8,4,1,2,3,1,2,5,4,5,2,4,4,0,3,3,2,1
1130,1131,50,7804,4,3,81,59,622,0,500,1122,1328,653,0,1981,1,0,2,0,4,1,7,2,2,576,431,44,0,0,0,0,0,12,14,135000,65.0,0.0,28.0,3,1,3,3,0,4,0,18,2,2,0,0,1,1,14,10,3,4,0,1,4,1,2,3,2,8,4,2,3,3,3,1,5,4,5,2,4,4,1,5,3,3,1
1131,1132,20,10712,5,5,16,15,212,0,762,974,974,0,0,974,0,0,1,0,3,1,5,0,0,0,0,28,0,0,0,0,0,9,14,93500,63.0,0.0,11.0,3,1,3,3,0,4,0,11,2,2,0,2,1,1,6,6,3,4,2,1,4,1,3,6,2,7,0,2,2,3,2,1,5,4,1,2,4,4,1,3,3,3,1
1132,1133,70,9900,6,4,127,57,0,0,1008,1008,1178,1032,0,2210,0,0,2,0,5,1,8,0,1,205,0,48,0,0,0,0,0,5,12,117500,90.0,0.0,77.0,4,1,3,3,0,4,0,17,2,2,0,5,1,1,13,14,3,4,0,2,4,1,1,6,0,8,4,2,3,3,2,5,5,4,5,2,1,4,1,3,3,2,1
1133,1134,60,9828,8,5,14,14,584,0,544,1128,1142,878,0,2020,0,0,2,1,3,1,8,1,2,466,0,155,0,0,0,0,0,6,14,239500,80.0,0.0,14.0,3,1,0,3,0,4,0,20,2,2,0,5,1,1,12,13,2,4,2,1,0,1,2,6,2,8,4,2,2,3,3,2,5,4,1,1,4,4,1,5,3,2,1
1134,1135,60,8773,6,5,10,10,0,0,916,916,916,684,0,1600,0,0,2,1,3,1,7,1,2,460,100,38,0,0,0,0,0,8,14,169000,57.0,0.0,10.0,3,1,0,1,0,4,0,8,2,2,0,5,1,1,12,13,3,4,2,1,2,1,3,6,2,8,4,2,2,3,0,5,5,4,1,0,4,4,1,5,3,2,1
1135,1136,30,6180,6,5,81,57,0,0,960,960,986,0,0,986,0,0,1,0,2,1,5,1,1,180,0,128,0,0,0,0,0,5,13,102000,60.0,0.0,81.0,4,1,3,3,0,0,0,3,2,2,0,2,1,1,13,14,3,4,0,1,4,0,3,6,2,8,4,2,3,3,3,5,5,4,5,2,4,4,1,2,3,2,1
1136,1137,50,9600,6,5,58,58,280,0,752,1032,1032,220,0,1252,0,0,1,0,3,1,6,0,1,288,0,0,96,0,0,0,0,4,11,119000,80.0,0.0,58.0,3,1,3,3,0,4,0,12,2,2,0,0,1,1,12,13,3,4,1,1,4,1,3,6,2,8,0,2,3,3,3,1,5,0,1,2,4,4,1,3,3,2,1
1137,1138,50,6342,5,8,135,14,0,0,780,780,780,240,0,1020,0,0,1,0,2,1,6,0,0,0,0,0,176,0,0,0,0,5,12,94000,54.0,0.0,8.0,3,1,3,3,0,4,0,19,1,2,0,0,1,1,12,13,3,2,1,1,2,0,3,6,0,8,4,2,3,3,3,5,5,4,1,2,4,4,1,3,3,2,1
1138,1139,20,9819,6,5,32,32,1567,0,0,1567,1567,0,0,1567,1,0,2,0,2,1,5,2,2,714,264,32,0,0,0,0,0,5,14,196000,80.0,0.0,32.0,3,1,0,3,0,4,1,11,2,2,0,2,1,1,9,7,3,4,2,1,4,1,2,6,2,8,4,2,3,3,1,0,5,4,1,1,4,4,1,5,3,2,1
1139,1140,30,8731,5,5,87,57,645,0,270,915,1167,0,0,1167,0,0,1,0,3,1,6,1,2,495,0,0,216,0,126,0,0,5,13,144000,98.0,0.0,35.0,3,1,0,3,0,4,0,3,2,2,0,2,1,1,11,12,3,1,0,1,4,1,3,0,2,8,4,2,3,3,3,1,5,4,5,2,4,4,1,2,3,2,1
1140,1141,20,7350,5,7,57,57,852,0,100,952,952,0,0,952,1,0,1,0,2,1,4,0,2,840,0,0,0,0,0,0,0,6,12,139000,60.0,0.0,20.0,3,1,3,3,0,0,0,12,2,2,0,2,1,1,6,6,3,4,1,1,4,1,3,6,2,0,0,2,3,3,2,0,5,4,5,2,4,4,1,3,3,2,1
1141,1142,60,10304,5,7,33,33,381,0,399,780,1088,780,0,1868,1,0,2,1,4,1,9,1,2,484,448,96,0,0,0,0,0,10,14,197500,85.0,44.0,33.0,3,1,0,3,0,1,0,14,4,2,0,5,1,1,9,10,3,2,1,1,0,1,2,6,2,8,4,1,3,3,3,0,5,4,1,2,4,4,1,5,3,2,1
1142,1143,60,9965,8,5,1,0,1150,0,316,1466,1466,1362,0,2828,1,0,3,0,4,1,11,1,3,1052,125,144,0,0,0,0,0,4,13,424870,77.0,340.0,1.0,3,1,3,3,0,4,0,5,2,2,0,5,3,1,12,13,2,4,2,1,0,1,2,6,2,6,5,3,0,3,1,2,5,4,3,1,4,4,1,5,3,2,1
1143,1144,20,9000,5,3,49,49,288,0,718,1006,1006,0,0,1006,0,0,1,0,3,1,5,0,0,0,0,24,0,0,0,0,0,7,11,80000,24.0,0.0,38.0,3,1,3,3,0,4,0,19,2,2,0,2,1,1,13,10,3,4,1,1,4,1,3,6,2,8,4,2,3,3,3,2,5,4,1,2,4,4,1,3,3,2,1
1144,1145,190,12180,4,4,69,60,348,0,324,672,672,252,0,924,1,0,1,0,2,1,5,0,1,280,0,0,0,0,0,0,0,7,15,80000,60.0,0.0,69.0,3,1,3,3,0,4,0,7,2,2,1,0,1,1,8,8,3,1,0,3,1,0,1,6,2,8,4,2,2,3,3,1,5,0,5,2,4,4,1,3,3,3,1
1145,1146,50,6240,5,6,78,56,0,0,1042,1042,1042,534,0,1576,0,0,1,0,3,1,8,1,1,225,0,0,0,0,0,0,0,8,15,149000,52.0,0.0,78.0,4,1,3,3,0,4,0,3,2,2,0,0,1,1,8,8,3,4,0,1,0,1,3,6,2,8,3,2,3,3,3,5,5,4,5,2,4,4,1,2,3,2,1
1146,1147,20,11200,6,5,21,21,1258,0,40,1298,1298,0,0,1298,1,0,2,0,3,1,5,1,2,403,165,26,0,0,0,0,0,5,12,180000,82.0,85.0,21.0,3,1,3,3,0,4,0,20,2,2,0,2,1,1,13,15,2,4,1,1,4,1,2,6,2,8,4,1,2,3,3,2,5,4,1,2,4,4,1,5,3,2,1
1147,1148,70,12000,7,7,68,59,275,0,429,704,860,704,0,1564,0,0,1,1,3,1,7,1,1,234,0,0,0,0,0,0,0,7,13,174500,75.0,0.0,68.0,3,1,3,0,0,4,0,6,2,2,0,5,1,1,8,8,3,4,1,1,0,1,1,6,2,8,4,2,3,3,3,4,5,4,1,2,4,4,1,2,3,2,1
1148,1149,50,5700,7,7,82,58,0,0,572,572,572,539,0,1111,0,0,1,0,2,1,5,1,1,288,0,0,176,0,0,0,0,8,12,116900,80.0,0.0,26.0,4,1,3,3,0,4,0,17,2,2,0,0,1,1,13,14,3,4,2,1,4,1,3,6,2,8,4,2,3,3,3,5,5,4,5,2,4,4,1,2,3,2,1
1149,1150,70,9000,7,9,89,21,624,0,26,650,832,650,0,1482,0,1,1,0,3,1,7,0,2,324,0,0,0,0,0,0,0,7,14,143000,50.0,0.0,79.0,4,1,3,3,0,4,0,17,0,2,0,5,3,1,12,13,3,2,2,1,0,1,3,6,2,8,4,2,3,3,3,0,5,4,5,2,4,4,1,3,3,2,1
1150,1151,20,8280,6,5,57,57,0,0,932,932,932,0,0,932,0,0,1,0,2,1,4,1,1,306,0,0,214,0,0,0,0,11,15,124000,57.0,0.0,57.0,3,1,0,3,0,4,0,12,2,2,0,2,1,1,3,3,3,4,1,1,0,1,2,6,2,8,4,2,3,3,3,5,5,0,1,2,4,4,1,2,3,0,1
1151,1152,20,17755,5,4,47,47,176,0,1290,1466,1466,0,0,1466,0,0,1,1,3,1,6,2,2,528,0,140,0,0,100,0,0,11,15,149900,134.0,132.0,47.0,3,1,3,3,0,4,0,7,2,2,0,2,1,1,6,10,3,4,1,1,4,1,1,6,2,8,4,1,3,3,3,1,5,4,1,0,4,4,1,2,3,2,1
1152,1153,20,14115,6,7,50,2,296,547,230,1073,1811,0,0,1811,0,0,1,0,2,1,6,1,2,470,0,0,280,0,0,0,0,7,13,230000,90.0,0.0,50.0,3,1,0,3,0,4,0,6,2,2,0,2,1,1,10,11,3,4,2,1,0,1,0,6,2,8,0,2,3,3,3,0,2,4,1,0,4,4,1,2,3,2,1
1153,1154,30,5890,6,8,78,1,538,0,278,816,816,0,0,816,0,0,1,0,2,1,5,0,1,432,0,0,96,0,0,0,0,6,13,120500,104.0,0.0,6.0,4,1,3,3,0,0,0,9,2,2,0,2,1,1,13,14,2,2,0,1,0,1,3,6,2,8,4,2,3,3,0,0,5,4,5,2,4,4,1,3,3,2,1
1154,1155,60,13700,7,6,43,20,454,0,410,864,902,918,0,1820,0,0,1,2,4,1,8,2,2,492,60,84,0,0,273,0,0,5,14,201800,86.0,288.0,43.0,3,1,0,3,0,4,0,12,2,2,0,5,1,1,12,13,3,4,1,1,4,1,2,6,2,8,4,3,3,3,1,0,5,4,1,2,4,4,1,2,3,0,1
1155,1156,20,10768,5,8,31,3,1157,0,280,1437,1437,0,0,1437,1,0,2,0,3,1,6,1,2,528,0,21,0,0,180,0,0,7,13,218000,90.0,0.0,31.0,3,1,0,3,0,0,0,24,2,2,0,2,1,1,9,10,2,2,1,1,4,1,2,6,2,8,4,2,2,3,1,0,5,4,1,1,4,4,1,1,3,2,1
1156,1157,80,9350,5,8,43,9,633,0,586,1219,1265,0,0,1265,0,1,2,0,3,1,6,1,2,502,0,92,0,96,0,0,0,10,12,179900,85.0,0.0,43.0,3,1,3,3,0,4,0,12,2,2,0,7,1,1,3,3,3,2,2,1,2,1,2,6,2,8,4,2,3,3,1,0,5,4,1,1,4,4,1,2,3,3,1
1157,1158,120,5001,7,5,2,1,904,0,410,1314,1314,0,0,1314,1,0,2,0,2,1,6,1,2,626,172,62,0,0,0,0,0,7,13,230000,34.0,166.0,1.0,3,1,0,3,0,4,0,16,2,2,3,2,1,1,12,13,2,4,2,1,0,1,2,6,2,8,4,3,2,3,3,2,5,4,1,1,4,4,1,2,3,2,1
1158,1159,20,11932,8,5,1,0,0,0,1580,1580,1580,0,0,1580,0,0,2,0,3,1,7,0,3,830,0,24,0,0,0,0,0,6,13,235128,92.0,186.0,0.0,3,1,3,3,0,2,0,21,1,2,0,2,1,1,12,13,2,4,2,1,0,1,2,6,2,3,5,3,2,3,3,5,5,4,1,1,4,4,1,3,3,2,1
1159,1160,60,9120,6,6,34,34,442,0,459,901,943,933,0,1876,0,0,2,1,4,1,8,1,2,540,0,69,0,0,0,0,0,7,11,185000,76.0,270.0,34.0,3,1,3,3,0,4,0,14,2,2,0,5,3,1,6,6,2,4,1,1,4,1,2,6,2,8,4,1,3,3,3,0,5,4,1,1,2,4,1,5,3,2,1
1160,1161,160,2280,6,5,32,32,311,0,544,855,855,601,0,1456,0,0,2,1,3,1,7,1,2,440,26,0,0,0,0,0,0,7,13,146000,24.0,0.0,32.0,3,1,3,3,0,4,0,13,2,2,3,5,1,1,9,2,3,4,1,1,1,1,3,6,2,8,4,2,2,3,3,0,5,4,1,2,4,4,1,5,3,2,1
1161,1162,20,14778,6,7,54,2,728,0,568,1296,1640,0,0,1640,1,0,1,0,3,1,7,1,2,924,108,0,0,216,0,0,0,11,14,224000,77.0,72.0,15.0,3,1,0,2,0,1,0,6,4,2,0,2,3,1,6,6,2,4,1,1,0,1,2,6,2,8,4,1,3,3,3,1,5,4,5,2,4,4,1,2,3,2,1
1162,1163,20,8724,5,5,39,39,492,0,402,894,894,0,0,894,0,0,1,0,3,1,5,1,2,450,0,0,0,0,0,0,0,5,13,129000,109.0,0.0,39.0,3,1,3,3,0,4,0,19,2,2,0,2,1,1,12,13,3,4,1,1,2,1,3,6,2,8,4,2,2,3,3,1,5,4,1,0,4,4,1,4,3,2,1
1163,1164,90,12900,4,4,39,39,1198,0,0,1198,1258,0,0,1258,2,0,0,2,0,2,6,0,2,400,120,0,0,0,0,0,0,1,14,108959,60.0,0.0,39.0,3,1,3,3,0,4,0,19,1,2,2,6,1,1,9,10,3,4,1,1,4,1,3,6,2,8,2,2,2,3,0,2,5,4,4,2,1,4,1,3,3,2,1
1164,1165,80,16157,5,7,29,29,680,391,289,1360,1432,0,0,1432,1,0,1,1,2,1,5,1,2,588,168,180,0,0,0,0,0,6,12,194000,21.0,0.0,29.0,3,1,0,3,0,2,0,24,1,2,0,7,1,1,9,10,3,4,2,1,0,1,2,6,2,8,4,2,2,3,1,0,4,4,1,2,4,4,1,5,3,2,1
1165,1166,20,9541,7,5,0,0,0,0,1502,1502,1502,0,0,1502,0,0,2,0,3,1,7,0,2,644,0,114,0,0,0,0,0,9,11,233170,79.0,268.0,0.0,3,1,0,3,0,4,0,16,2,2,0,2,1,1,12,13,2,4,2,1,0,1,2,6,2,6,5,3,2,3,3,5,5,4,1,1,4,4,1,3,3,2,1
1166,1167,20,10475,8,5,2,2,0,0,1694,1694,1694,0,0,1694,0,0,2,0,3,1,7,0,3,776,160,33,0,0,0,0,0,2,15,245350,64.0,72.0,2.0,3,1,0,3,0,0,0,5,2,2,0,2,1,1,12,13,2,4,2,1,0,1,2,6,2,8,4,3,2,3,0,5,5,4,1,1,4,4,1,3,3,2,1
1167,1168,60,10852,6,5,6,6,786,0,173,959,959,712,0,1671,1,0,2,1,3,1,7,1,2,472,0,38,0,0,0,0,0,2,13,173000,58.0,0.0,6.0,3,1,0,3,0,4,0,8,6,2,0,5,1,1,12,13,3,4,2,1,0,1,3,6,2,8,4,2,2,3,3,2,5,4,1,0,4,4,1,5,3,2,1
1168,1169,70,13728,6,7,73,22,626,0,501,1127,1236,872,0,2108,0,0,2,0,4,1,7,2,2,540,0,0,0,0,90,0,0,7,15,235000,120.0,0.0,73.0,3,1,3,3,0,0,0,7,2,2,0,5,3,1,11,12,3,4,1,1,0,1,2,6,2,8,4,2,3,3,3,4,5,4,2,2,4,4,1,5,3,2,1
1169,1170,60,35760,10,5,11,10,1387,0,543,1930,1831,1796,0,3627,1,0,3,1,4,1,10,1,3,807,361,76,0,0,0,0,0,7,13,625000,118.0,1378.0,11.0,3,1,0,3,0,1,0,15,2,2,0,5,3,1,6,6,2,2,2,1,0,1,2,6,2,8,4,1,0,3,1,2,5,4,1,0,4,4,1,5,3,2,1
1170,1171,80,9880,6,6,31,31,522,0,574,1096,1118,0,0,1118,1,0,1,0,3,1,6,1,1,358,203,0,0,0,0,576,0,7,13,171000,76.0,0.0,31.0,3,1,3,3,0,4,0,11,2,2,0,7,1,1,9,10,3,4,1,1,4,1,3,6,2,8,4,2,3,3,0,0,5,4,1,0,4,4,1,4,2,0,1
1171,1172,20,9120,6,6,50,50,662,0,599,1261,1261,0,0,1261,1,0,1,0,3,1,6,1,2,433,0,0,0,0,288,0,1400,11,13,163000,76.0,0.0,50.0,3,1,3,3,0,4,0,12,2,2,0,2,3,1,8,8,3,4,1,1,0,1,3,6,2,8,4,2,3,3,3,0,5,4,1,1,4,4,1,5,3,2,3
1172,1173,160,4017,7,5,2,1,0,0,625,625,625,625,0,1250,0,0,2,1,2,1,5,0,2,625,0,54,0,0,0,0,0,3,14,171900,35.0,0.0,2.0,1,1,0,3,0,4,0,21,2,2,4,5,1,1,8,8,2,4,2,1,0,1,2,6,2,8,4,2,2,3,3,5,5,4,5,0,4,4,2,3,3,2,1
1173,1174,50,18030,5,6,61,13,152,469,977,1598,1636,971,479,3086,0,0,3,0,3,1,12,1,0,0,122,0,0,0,0,0,0,3,15,200500,138.0,0.0,48.0,3,1,0,0,0,4,0,4,2,2,0,0,1,1,8,8,3,4,1,1,4,1,0,0,2,8,4,2,3,3,3,4,1,4,1,2,4,4,1,2,3,3,1
1174,1175,70,16560,6,8,74,56,503,0,449,952,1170,1175,0,2345,0,0,2,1,4,1,9,1,2,360,0,0,0,0,0,0,0,7,14,239000,80.0,0.0,74.0,3,1,0,3,0,4,0,6,2,2,0,5,1,1,13,14,3,4,0,1,4,1,3,6,2,8,4,2,2,3,3,4,5,4,5,2,4,4,1,2,3,2,1
1175,1176,50,10678,8,5,15,7,700,0,983,1683,2129,743,0,2872,0,0,2,1,4,1,9,1,2,541,0,33,0,0,0,0,0,4,13,285000,85.0,337.0,15.0,3,1,3,3,0,4,0,15,2,2,0,0,3,1,6,6,2,4,2,1,0,1,2,6,2,8,4,1,2,3,3,2,5,4,1,0,4,4,1,5,3,2,1
1176,1177,20,6951,5,5,24,23,658,0,218,876,923,0,0,923,1,0,1,0,3,1,5,0,1,264,362,0,0,0,0,0,0,10,12,119500,37.0,0.0,24.0,3,1,0,3,0,1,0,11,2,2,0,2,1,1,6,10,3,4,1,1,4,1,3,6,2,8,4,2,3,3,3,0,5,4,1,2,4,4,1,3,3,3,1
1177,1178,50,3950,6,8,83,5,468,0,350,818,818,406,0,1224,0,0,1,0,3,1,5,0,1,210,0,0,116,0,0,0,0,12,12,115000,60.0,0.0,83.0,4,1,3,0,0,4,0,17,0,2,0,0,1,1,8,8,3,4,1,1,4,1,3,6,0,8,4,2,3,3,3,4,5,4,5,2,4,4,0,3,3,2,1
1178,1179,50,7681,5,6,88,59,0,0,731,731,820,523,0,1343,0,0,1,1,3,1,7,1,1,186,192,0,102,0,0,0,0,7,15,154900,54.0,0.0,88.0,3,1,0,3,0,2,0,6,2,2,0,0,1,1,13,14,3,4,0,1,0,1,3,6,2,8,4,2,3,3,3,5,5,4,5,2,1,4,1,2,3,2,1
1179,1180,20,8335,5,5,52,52,0,0,0,0,1124,0,0,1124,0,0,1,0,3,1,5,1,0,0,0,36,190,0,0,0,0,4,15,93000,77.0,0.0,35.0,3,1,3,3,0,0,0,7,2,2,0,2,1,1,13,14,3,4,3,1,2,1,3,3,0,8,4,2,3,3,3,5,5,4,1,2,4,4,1,2,3,2,1
1180,1181,60,11170,7,5,16,15,1216,0,0,1216,1298,1216,0,2514,0,0,2,1,4,1,8,0,2,693,0,0,0,0,0,0,0,4,13,250000,96.0,0.0,16.0,3,1,1,3,0,0,0,23,2,2,0,5,1,1,8,8,3,4,5,1,0,1,3,6,2,8,4,2,2,3,3,3,5,4,1,0,4,4,1,3,3,0,1
1181,1182,120,5587,8,5,0,0,1480,0,120,1600,1652,0,0,1652,1,1,2,0,2,1,5,1,2,482,162,53,0,153,0,0,0,11,14,392500,64.0,186.0,0.0,4,1,0,1,0,4,1,6,2,2,4,2,3,1,5,5,0,4,2,1,0,1,2,6,2,6,5,3,0,3,1,2,5,4,1,0,4,4,1,2,3,2,1
1182,1183,60,15623,10,5,11,11,2096,0,300,2396,2411,2065,0,4476,1,0,3,1,4,1,10,2,3,813,171,78,0,0,0,555,0,7,15,745000,160.0,0.0,11.0,3,1,0,3,0,0,0,15,2,2,0,5,3,1,13,7,2,4,2,1,0,1,0,6,2,8,0,2,0,3,0,2,5,4,1,0,4,4,1,5,0,3,1
1183,1184,30,10800,5,6,86,56,821,0,299,1120,1130,0,0,1130,1,0,1,0,2,1,5,1,2,720,229,0,0,0,0,0,0,6,14,120000,60.0,0.0,36.0,3,1,3,3,0,4,0,17,2,2,0,2,3,1,11,12,3,4,0,1,0,1,3,6,2,8,4,2,3,3,3,4,5,4,5,2,4,4,0,2,3,2,1
1184,1185,20,35133,5,4,44,44,1159,0,413,1572,1572,0,0,1572,1,0,1,1,3,1,5,2,3,995,0,263,0,0,263,0,0,5,15,186700,50.0,226.0,44.0,3,0,3,3,0,4,1,23,2,2,0,2,3,1,8,8,3,4,1,1,2,1,3,6,2,8,4,1,3,3,1,4,5,4,0,1,4,4,1,5,3,2,1
1185,1186,50,9738,5,7,82,56,392,0,392,784,949,272,0,1221,1,0,1,0,4,1,7,0,1,392,0,0,236,0,0,0,0,3,12,104900,60.0,0.0,41.0,3,1,3,3,0,4,0,7,2,2,0,0,1,1,0,0,3,2,0,1,2,1,3,6,2,8,4,2,3,3,3,1,5,4,1,2,4,4,1,3,3,2,1
1186,1187,190,10615,3,5,109,39,440,0,538,978,1014,685,0,1699,1,0,2,0,3,2,7,0,2,420,0,74,0,0,0,0,0,8,15,95000,107.0,0.0,89.0,3,1,0,0,0,0,1,17,0,0,1,5,1,1,6,6,3,4,1,1,4,1,3,6,2,8,0,2,1,3,2,1,5,4,4,2,1,1,1,3,3,2,1
1187,1188,20,12461,8,5,12,11,1456,0,168,1624,1624,0,0,1624,1,0,2,0,2,1,5,1,3,757,0,114,192,0,0,0,0,7,12,262000,89.0,0.0,12.0,3,1,3,3,0,0,0,15,2,2,0,2,1,1,7,7,2,4,2,1,0,1,2,6,2,8,4,2,2,3,3,2,5,4,1,1,4,4,1,1,3,0,1
1188,1189,60,8935,7,5,7,7,0,0,831,831,831,829,0,1660,0,0,2,1,3,1,7,0,2,493,144,68,0,0,0,0,0,7,11,195000,68.0,95.0,7.0,3,1,0,3,0,4,0,5,2,2,0,5,1,1,12,13,2,4,2,1,0,1,2,6,2,8,4,1,2,3,3,5,5,4,1,1,4,4,1,3,3,2,1
1189,1190,60,7500,7,5,11,11,0,0,994,994,1028,776,0,1804,0,0,2,1,3,1,7,1,2,442,140,60,0,0,0,0,0,6,14,189000,60.0,0.0,11.0,3,1,3,3,0,4,0,8,2,2,0,5,1,1,12,13,3,4,2,1,2,1,2,6,2,8,4,2,3,3,3,5,5,4,1,0,4,4,1,5,3,2,1
1190,1191,190,32463,4,4,46,32,1159,0,90,1249,1622,0,0,1622,1,0,1,0,3,1,7,1,4,1356,439,0,0,0,0,0,0,3,14,168000,90.0,149.0,32.0,3,1,3,2,0,4,1,11,2,2,1,2,1,1,8,8,3,2,1,1,0,1,3,6,2,8,4,3,3,3,0,1,5,4,0,0,4,4,1,5,3,2,1
1191,1192,160,2645,8,5,8,7,0,0,776,776,764,677,0,1441,0,0,2,1,2,1,5,0,2,492,206,0,0,0,0,0,0,11,14,174000,24.0,456.0,8.0,1,1,3,3,0,4,0,21,2,2,3,5,1,1,8,8,2,4,2,1,0,1,2,6,2,8,4,1,2,3,3,5,5,4,5,2,4,4,2,3,3,2,1
1192,1193,50,9600,5,8,82,13,0,0,702,702,842,630,0,1472,0,0,1,0,3,1,6,0,1,250,0,0,84,0,0,0,0,7,12,125000,60.0,0.0,82.0,4,1,3,3,0,4,0,17,2,2,0,0,2,1,12,13,3,4,2,1,2,1,2,6,1,8,4,2,3,3,2,5,5,4,5,2,4,1,0,3,3,1,1
1193,1194,120,4500,6,5,10,10,883,0,341,1224,1224,0,0,1224,1,0,2,0,2,1,5,0,2,402,0,304,0,0,0,0,0,6,11,165000,60.0,425.0,10.0,4,1,3,3,0,2,0,11,2,2,4,2,3,1,12,13,3,4,2,1,0,1,3,6,2,8,4,1,0,3,3,2,5,4,1,0,4,4,1,3,3,2,1
1194,1195,60,9364,6,7,41,41,371,0,292,663,663,689,0,1352,0,0,1,1,4,1,7,0,1,299,379,36,0,0,0,0,0,3,13,158000,80.0,143.0,41.0,3,1,3,3,0,0,0,19,2,2,0,5,1,1,6,6,3,4,1,1,4,1,3,6,2,8,4,3,3,3,3,0,5,4,1,0,4,4,1,3,3,3,1
1195,1196,60,8029,6,5,3,3,0,0,728,728,728,728,0,1456,0,0,2,1,3,1,8,0,2,400,100,24,0,0,0,0,0,7,15,176000,51.0,0.0,3.0,3,1,0,3,0,4,0,8,2,2,0,5,1,1,12,13,3,4,2,1,0,1,2,6,2,8,4,2,2,3,3,5,5,4,1,0,4,4,1,3,3,2,1
